01_PortLocation,02_PortName,03_PortAuth,04_PortAddress,05_PortPhone,06_PortFax,07_Port800Num,08_PortEmail,09_PortWeb,10_PortLat,11_PortLong,12_PortLOCODE,13_PortType,14_PortSize,LAT,LONGS
Bushehr,Port of Bushehr,Ports and Shipping Organization,PO Box  7513749797BushehrIran,98 771 2522051,98 771 2522051,NAN,NAN,www.pso.ir,"28° 59' 5"" N","50° 50' 20"" E",IRBUZ,Seaport,Small,28.984722222222224,50.83888888888889
Chabahar,Port of Chabahar,Ports and Shipping Organization,ChabaharIran,NAN,NAN,NAN,NAN,www.cpa.ir,"25° 18' 1"" N","60° 36' 46"" E",NAN,Seaport,Small,25.30027777777778,60.61277777777778
Imam  Khomeini,Imam  Khomeini  Port,Imam KhIomeini Port Complex,P.O. Box: 159Khuzestan ProvinceIran,98 652252 2050,98 652252 2050,NAN,marketing@khomeiniport.com,www.khomeiniport.com,"30° 26' 55"" N","49° 4' 31"" E",IRBKM,Seaport,Large,30.448611111111113,49.07527777777778
Khorramshahr,Port of Khorramshahr,NAN,KhorramshahrIran,NAN,NAN,NAN,NAN,www.khport.ir,"30° 25' 57"" N","48° 11' 12"" E",IRKHO,River Port,Small,30.4325,48.18666666666666
Nowshahr,Port of Nowshahr,Ports and Shipping Organization,NowshahrIran,NAN,NAN,NAN,NAN,www.pso.ir,"36° 39' 27"" N","51° 30' 24"" E",NAN,Harbor,Small,36.6575,51.50666666666667
Basrah,Port of Basrah,NAN,Iraq,NAN,NAN,NAN,NAN,NAN,"30° 33' 22"" N","47° 47' 51"" E",NAN,River Port,Medium,30.55611111111111,47.7975
Khor Al Zubair,Port of Khor Al Zubair,NAN,Iraq,NAN,NAN,NAN,NAN,NAN,"30° 11' 49"" N","47° 53' 6"" E",IQKAZ,River Port,Small,30.196944444444444,47.885
Mina Al Bakr,Port of Mina Al Bakr,NAN,Iraq,NAN,NAN,NAN,NAN,NAN,"29° 50' 17"" N","48° 38' 11"" E",NAN,Off-Shore Terminal,Very Small,29.838055555555556,48.63638888888889
Umm Qasr,Port of Umm Qasr,NAN,Iraq,NAN,NAN,NAN,NAN,NAN,"30° 2' 7"" N","47° 57' 4"" E",IQUQR,Seaport,Medium,30.03527777777778,47.95111111111111
Aughinish,Aughinish Alumina Jetty,Shannon Foynes Port Company,"Harbour OfficeFoynes, County LimerickIreland",353 69 73100,353 69 65142,NAN,info@sfpc.ie,www.sfpc.ie,"52° 38' 14"" N","9° 3' 29"" W",NAN,River Port,Small,52.63722222222222,-9.058055555555557
Sligo,Sligo Harbour,Sligo Harbour Commissioners,"Harbour OfficeBallast QuaySligo, Co SligoIreland",353 71 916 1197,353 71 916 1197,NAN,sligoharbourmaster@indigo.ie,NAN,"54° 16' 18"" N","8° 28' 26"" W",IESLI,River Port,Small,54.27166666666667,-8.473888888888888
Arklow,Port of Arklow,Arklow Port Authority,"Harbour OfficeSouth QuayArklow, Co WicklowIreland",353 40 232466,353 40 230168,NAN,NAN,NAN,"52° 47' 38"" N","6° 8' 38"" W",IEARK,Harbor,Small,52.79388888888889,-6.143888888888889
Aughinish,Aughinish Alumina Jetty,Shannon Foynes Port Company,"Harbour OfficeFoynes, County LimerickIreland",353 69 73100,353 69 65142,NAN,info@sfpc.ie,www.sfpc.ie,"52° 38' 14"" N","9° 3' 29"" W",NAN,River Port,Small,52.63722222222222,-9.058055555555557
Ballina,Port of Ballina,River Moy Harbour Commission,"The QuayBallina, Co MayoIreland",353 96 21208,NAN,NAN,NAN,NAN,"54° 7' 58"" N","9° 8' 14"" W",IEBLL,River Port,Small,54.132777777777775,-9.137222222222222
Baltimore,Port of Baltimore,Baltimore Harbour Board,"Baltimore, Co CorkIreland",NAN,NAN,NAN,NAN,NAN,"51° 29' 7"" N","9° 22' 22"" W",IEBTM,Harbor,Small,51.48527777777778,-9.372777777777777
Bunbeg,BunbegHarbor,NAN,BunbegIreland,NAN,NAN,NAN,NAN,NAN,"55° 3' 27"" N","8° 18' 41"" W",NAN,"Pier, Jetty or Wharf",Very Small,55.0575,-8.311388888888889
Burtonport,Port of Burtonport,NAN,BurtonportIreland,NAN,NAN,NAN,NAN,NAN,"54° 58' 55"" N","8° 26' 30"" W",IEBUR,Harbor,Very Small,54.981944444444444,-8.441666666666666
Cahirsiveen,Port of Cahirsiveen,Kerry County Council,"Council OfficeCahirsiveen, Co KerryIreland",353 66 947 2143,NAN,NAN,NAN,NAN,"51° 56' 54"" N","10° 13' 36"" W",NAN,Harbor,Small,51.94833333333333,-10.226666666666667
Carlingford,Carlingford Harbor,NAN,CarlingfordIreland,NAN,NAN,NAN,NAN,NAN,"54° 2' 31"" N","6° 11' 0"" W",IECAR,Harbor,Small,54.04194444444444,-6.183333333333334
Castletownbere,Castletownbere Harbor,NAN,CastletownbereIreland,NAN,NAN,NAN,NAN,NAN,"51° 39' 0"" N","9° 54' 16"" W",IECTB,Harbor,Very Small,51.65,-9.904444444444445
Clarecastle,Clarecastle Harbour,Clarecastle Harbour Trustees,"Main StreetClarecastle, Co ClareIreland",NAN,NAN,NAN,NAN,NAN,"52° 48' 42"" N","8° 57' 23"" W",IECLC,"Pier, Jetty or Wharf",Very Small,52.81166666666666,-8.956388888888888
Cobh,Cobh Harbor,NAN,CobhIreland,NAN,NAN,NAN,NAN,NAN,"51° 50' 57"" N","8° 17' 41"" W",IECOB,"Pier, Jetty or Wharf",Small,51.84916666666667,-8.294722222222221
Cork,Port of Cork,Port of Cork Company,Custom House StreetCorkIreland,+353 21 4273125,+353 21 4276484,NAN,info@portofcork.ie,www.portofcork.ie,"51° 54' 4"" N","8° 25' 44"" W",IEORK,Seaport,Small,51.901111111111106,-8.428888888888888
Dun Laoghaire,Dun Laoghaire Harbour,Dun Laoghaire Harbour Co,"Harbour LodgeCrofton RoadDun Laoghaire, Co DublinIreland",353 1 280 1018,353 1 280 9607,NAN,dlharbour@tinet.ie,NAN,"53° 17' 54"" N","6° 8' 8"" W",IEDLG,Off-Shore Terminal,Small,53.29833333333333,-6.135555555555556
Duncannon,Duncannon Harbor,NAN,DuncannonIreland,NAN,NAN,NAN,NAN,NAN,"52° 13' 20"" N","6° 56' 10"" W",IDCHN,"Pier, Jetty or Wharf",Very Small,52.22222222222222,-6.936111111111112
Dundalk,Port of Dundalk,Dundalk Port Co,"Harbour OfficeQuay StDundalk, Co LouthIreland",353 42 933 4096,353 42 933 5481,NAN,dundalkport@eircom.net,NAN,"54° 0' 31"" N","6° 22' 51"" W",IEDDK,Harbor,Small,54.00861111111111,-6.380833333333333
Dungarvan,Port of Dungarvan,Dungarvan Urban District Council,"Civic OfficesDungarvan, Co WaterfordIreland",353 58 41111,353 58 41501,NAN,NAN,NAN,"52° 5' 25"" N","7° 37' 6"" W",IEDGV,Harbor,Small,52.09027777777778,-7.618333333333334
Dunmore East,Port of Dunmore East,Dunmore East Port Authority,Department of MarineLeeson LaneDunmore EastIreland,353 1 678 5444,353 1 618214,NAN,NAN,NAN,"52° 8' 55"" N","6° 59' 30"" W",IEDNM,Harbor,Small,52.14861111111111,-6.991666666666667
Fenit,Fenit Harbour,Tralee and Fenit Pier and Harbour Commissioners,Harbour OfficesFenitIreland,353 66 7136231,353 66 7136473,NAN,fenitmarina@eircom.net,NAN,"52° 16' 24"" N","9° 51' 51"" W",IEFEN,Harbor,Small,52.27333333333333,-9.864166666666666
Greenore,Port of Greenore,Greenore Ferry Services Ltd,"Greenore PortGreenore, Co LouthIreland",353 42 937 3170,353 42 937 3567,NAN,vanessap@eircom.net,NAN,"54° 2' 0"" N","6° 8' 1"" W",IEGRN,Seaport,Small,54.03333333333333,-6.133611111111112
Howth,Howth Harbour,Howth Harbour Department of Marine,"Harbour OfficeWest PierHowth, Co DublinIreland",353 1 832 2252,353 1 832 6948,NAN,hmhowth@eircon.net,NAN,"53° 23' 29"" N","6° 4' 1"" W",IEHOW,Harbor,Small,53.39138888888889,-6.066944444444444
Kilfarnoge,Ventry Harbor,NAN,KilfarnogeIreland,NAN,NAN,NAN,NAN,NAN,"52° 6' 55"" N","10° 21' 52"" W",NAN,"Pier, Jetty or Wharf",Very Small,52.11527777777778,-10.364444444444445
Killala,Killala Harbour,Killala Harbour Committee,"Castle ReaghKillala, Co MayoIreland",353 96 21388,NAN,NAN,NAN,NAN,"54° 13' 1"" N","9° 12' 50"" W",IEKLA,"Pier, Jetty or Wharf",Very Small,54.216944444444444,-9.213888888888889
Killybegs,Killybegs Harbor,NAN,KillybegsIreland,NAN,NAN,NAN,NAN,NAN,"54° 38' 3"" N","8° 26' 22"" W",IEKBS,Harbor,Small,54.634166666666665,-8.439444444444444
Kilronan,Kilronan Harbor,NAN,KilronanIreland,NAN,NAN,NAN,NAN,NAN,"53° 7' 8"" N","9° 40' 1"" W",IEKIN,"Pier, Jetty or Wharf",Very Small,53.11888888888889,-9.666944444444443
Kilrush,Port of Kilrush,Kilrush Urban District Council,"Town HallKilrush, Co ClareIreland",353 65 51047,353 65 51843,NAN,NAN,NAN,"52° 38' 2"" N","9° 29' 44"" W",IEKLR,Harbor,Small,52.63388888888889,-9.495555555555555
Kinsale,Port of Kinsale,Kinsale Harbour Commissioners,Customs QuayCo. CorkKinsaleIreland,353 21 4772503,353 21 4774695,NAN,kharbour@iol.ie,www.irelandwide.com/port/kharbour/index.htm,"51° 42' 0"" N","8° 30' 56"" W",IEKLN,Harbor,Small,51.7,-8.515555555555556
Leahill Quarry,Leahill Quarry Harbor,NAN,Leahill QuarryIreland,NAN,NAN,NAN,NAN,NAN,"51° 40' 59"" N","9° 37' 12"" W",NAN,"Pier, Jetty or Wharf",Very Small,51.683055555555555,-9.620000000000001
Moneypoint,Moneypoint Jetty,Shannon Foynes Port Company,"Harbour OfficeFoynes, County LimerickIreland",353 69 73100,353 69 65142,NAN,info@sfpc.ie,www.sfpc.ie,"52° 36' 17"" N","9° 25' 11"" W",IEMOT,"Pier, Jetty or Wharf",Small,52.60472222222222,-9.419722222222221
New Ross,Port of New Ross,New Ross Port Co,"The QuayNew Ross, Co WexfordIreland",353 51 421303,353 51 421294,NAN,reception@newrossport.iol.ie,NAN,"52° 23' 44"" N","6° 56' 53"" W",IENRS,River Port,Small,52.39555555555555,-6.948055555555555
Ringaskiddy,Port of Ringaskiddy,NAN,RingaskiddyIreland,NAN,NAN,NAN,NAN,NAN,"51° 49' 57"" N","8° 19' 23"" W",IERIN,Seaport,Small,51.8325,-8.323055555555555
Rushbrooke,Port of Rushbrooke,NAN,RushbrookeIreland,NAN,NAN,NAN,NAN,NAN,"51° 50' 53"" N","8° 19' 28"" W",IERUS,Seaport,Small,51.84805555555556,-8.324444444444444
Shannon,Shannon Airport Jetty,Shannon Foynes Port Company,"Harbour OfficeFoynes, County LimerickIreland",353 69 73100,353 69 65142,NAN,info@sfpc.ie,www.sfpc.ie,"52° 41' 2"" N","8° 55' 9"" W",IESNN,"Pier, Jetty or Wharf",Small,52.68388888888889,-8.919166666666666
Sligo,Sligo Harbour,Sligo Harbour Commissioners,"Harbour OfficeBallast QuaySligo, Co SligoIreland",353 71 916 1197,353 71 916 1197,NAN,sligoharbourmaster@indigo.ie,NAN,"54° 16' 18"" N","8° 28' 26"" W",IESLI,River Port,Small,54.27166666666667,-8.473888888888888
Tarbert Island,Tarbert Island Jetty,Shannon Foynes Port Company,"Harbour OfficeFoynes, County LimerickIreland",353 69 73100,353 69 65142,NAN,info@sfpc.ie,www.sfpc.ie,"52° 35' 23"" N","9° 22' 19"" W",NAN,"Pier, Jetty or Wharf",Small,52.58972222222222,-9.371944444444445
Waterford,Port of Waterford,Port of Waterford Company,"3rd Floor Marine PointBelview Port, SlieverueWaterfordIreland",353  0 51 874 907,353 0 51 874 908,NAN,info@portofwaterford.com,www.portofwaterford.com,"52° 15' 59"" N","7° 7' 12"" W",IEWAT,River Port,Small,52.26638888888889,-7.119999999999999
Westport,Westport Harbour,Westport Harbour Commissioners,"The QuayWestport, Co MayoIreland",353 98 25439,353 98 28997,NAN,NAN,NAN,"53° 48' 7"" N","9° 33' 8"" W",IEWES,Harbor,Small,53.801944444444445,-9.552222222222223
Wexford,Port of Wexford,Wexford County Council,"County HallWexford, Co WexfordIreland",353 53 42211,353 53 43406,NAN,NAN,NAN,"52° 20' 28"" N","6° 27' 35"" W",IEWEX,Harbor,Small,52.34111111111111,-6.459722222222222
Whiddy Island,Port of Whiddy Island,NAN,Whiddy IslandIreland,NAN,NAN,NAN,NAN,NAN,"51° 41' 6"" N","9° 31' 47"" W",NAN,Seaport,Small,51.684999999999995,-9.529722222222222
Whitegate,Port of Whitegate,ConocoPhillips Whitegate Refinery Ltd.,"Whitegate, Co CorkIreland",353 021 462 2200,353 021 462 2222,NAN,NAN,www.conocophillips.com,"51° 49' 37"" N","8° 15' 18"" W",IEWHI,"Pier, Jetty or Wharf",Small,51.82694444444445,-8.255
Wicklow,Port of Wicklow,Wicklow Port Co,"Harbour OfficeNorth QuayWicklow, Co WicklowIreland",353 40 468238,353 40 468238,NAN,wicklowport@eircom.net,NAN,"52° 58' 55"" N","6° 2' 10"" W",IEWIC,Harbor,Small,52.981944444444444,-6.036111111111111
Youghal,Port of Youghal,Youghal Urban District Council,"Town HallYoughal, Co CorkIreland",353 24 92926,353 24 92690,NAN,NAN,NAN,"51° 57' 7"" N","7° 50' 30"" W",IEYOU,Harbor,Small,51.95194444444445,-7.841666666666667
Hadera,Port of Hadera,NAN,PO Box 314Hadera 38102Israel,972 4 622 5577,972 4 634 3034,NAN,NAN,NAN,"32° 28' 10"" N","34° 52' 31"" E",ILHAD,Harbor,Small,32.46944444444445,34.875277777777775
Acciaroli,Porto di Acciaroli,NAN,"Acciaroli, SalernoItaly",NAN,NAN,NAN,NAN,www.acciaroli.it,"40° 10' 38"" N","15° 1' 34"" E",NAN,Harbor,Small,40.17722222222222,15.026111111111112
Acitrezza,Acitrezza Harbor,NAN,AcitrezzaItaly,NAN,NAN,NAN,NAN,NAN,"37° 33' 43"" N","15° 9' 46"" E",NAN,Harbor,Small,37.56194444444444,15.162777777777778
Agropoli,Porto di Agropoli,NAN,"Agropoli, SalernoItaly",NAN,NAN,NAN,NAN,www.comune.agropoli.sa.it,"40° 21' 8"" N","14° 58' 56"" E",NAN,Harbor,Small,40.352222222222224,14.982222222222223
Alassio,Porto di Alassio,NAN,"Alassio, SavonaItaly",NAN,NAN,NAN,NAN,www.comune.alassio.sv.it,"44° 1' 1"" N","8° 11' 35"" E",NAN,Harbor,Small,44.01694444444444,8.193055555555556
Alghero,Port of Alghero,Alghero Port Authority,"Ufficio Circodariale MarittimoAlghero, Sardinia, CA 07041Italy",39 0799 53174,39 0799 84606,NAN,alghero@guardiacostiera.it,NAN,"40° 33' 46"" N","8° 18' 45"" E",ITAHO,Harbor,Small,40.562777777777775,8.3125
Amalfi,Porto di Amalfi,NAN,"Amalfi, SalernoItaly",NAN,NAN,NAN,NAN,www.comune.amalfi.sa.it,"40° 37' 55"" N","14° 36' 1"" E",NAN,Harbor,Very Small,40.63194444444444,14.600277777777777
Ameglia,Porto di Ameglia,NAN,"Ameglia, La SpeziaItaly",NAN,NAN,NAN,NAN,www.comune.ameglia.sp.it,"44° 4' 29"" N","9° 58' 38"" E",NAN,River Port,Small,44.07472222222223,9.977222222222222
Andora,Marina di Andora,NAN,"Andora, SavonaItaly",NAN,NAN,NAN,NAN,www.comune.andora.sv.it,"43° 57' 2"" N","8° 9' 26"" E",NAN,Harbor,Very Small,43.95055555555556,8.157222222222222
Antignano,Porto di Antignano,NAN,"Antignano, Livorno 57128 Italy",NAN,NAN,NAN,NAN,NAN,"43° 29' 48"" N","10° 19' 16"" E",NAN,Harbor,Very Small,43.49666666666667,10.321111111111112
Anzio,Port of Anzio,Anzio Port Authority,"Ufficio Circondariale MaritimoVia Mole Innocenziano No 48Anzio, RMItaly",39 06 984 6235,39 06 984 6235,NAN,NAN,NAN,"41° 26' 44"" N","12° 37' 58"" E",ITANZ,Harbor,Small,41.44555555555555,12.632777777777779
Arbatax,Port of Arbatax,Arbatax Port Authority,"Ufficio Circodariale MarittimoArbatax, Sardinia, CA 08041Italy",39 0782 667093,39 0782 667093,NAN,NAN,NAN,"39° 56' 20"" N","9° 42' 13"" E",ITATX,Harbor,Small,39.93888888888888,9.70361111111111
Ardenza,Porto di Ardenza,NAN,"Ardenza, LivornoItaly",NAN,NAN,NAN,NAN,NAN,"43° 30' 59"" N","10° 18' 52"" E",NAN,Harbor,Small,43.51638888888889,10.314444444444446
Arenzano,Porto di Arenzano,NAN,"Arenzano, GenoaItaly",NAN,NAN,NAN,NAN,www.comune.arenzano.ge.it,"44° 23' 56"" N","8° 41' 13"" E",NAN,Harbor,Very Small,44.39888888888889,8.686944444444444
Bacoli,Porto di Bacoli,NAN,"Bacoli, NaplesItaly",NAN,NAN,NAN,NAN,www.comune.bacoli.na.it,"40° 47' 22"" N","14° 5' 2"" E",NAN,Harbor,Small,40.78944444444444,14.08388888888889
Bagnara Calabra,Port of Bagnara Calabra,NAN,"Bagnara Calabra, Reggio CalabriaItaly",NAN,NAN,NAN,NAN,www.comunebagnara.it,"38° 17' 55"" N","15° 48' 50"" E",NAN,Harbor,Very Small,38.29861111111111,15.81388888888889
Baia,Baia Harbor,NAN,BaiaItaly,NAN,NAN,NAN,NAN,NAN,"40° 49' 1"" N","14° 4' 33"" E",ITBAI,Harbor,Small,40.816944444444445,14.075833333333334
Barcola,Porto di Barcola,NAN,BarcolaTriesteItaly,NAN,NAN,NAN,NAN,NAN,"45° 40' 49"" N","13° 45' 8"" E",NAN,Harbor,Small,45.680277777777775,13.752222222222223
Bellaria – Igea Marina,Porto di Bellaria – Igea Marina,NAN,"Bellaria – Igea Marina, RiminiItaly",NAN,NAN,NAN,NAN,www.comune.bellaria-igea-marina.rn.it,"44° 8' 35"" N","12° 28' 14"" E",NAN,Harbor,Very Small,44.143055555555556,12.470555555555556
Bevazzana,Bevazzana Marina,NAN,"Bevazzana, UdineItaly",NAN,NAN,NAN,NAN,NAN,"45° 41' 44"" N","13° 4' 15"" E",NAN,Marina,Small,45.69555555555555,13.070833333333333
Bisceglie,Porto di Bisceglie,NAN,"Bisceglie, Barletta-Andria-TraniItaly",NAN,NAN,NAN,NAN,www.comune.bisceglie.bt.it,"41° 14' 42"" N","16° 30' 23"" E",NAN,Harbor,Small,41.245,16.50638888888889
Boa,Boa Harbor,NAN,BoaItaly,NAN,NAN,NAN,NAN,NAN,"45° 36' 29"" N","13° 45' 11"" E",NAN,Harbor,Small,45.60805555555556,13.753055555555555
Bordighera,Porto di Bordighera,NAN,BordigheraItaly,NAN,NAN,NAN,NAN,www.bordighera.it,"43° 46' 46"" N","7° 40' 34"" E",NAN,Harbor,Very Small,43.779444444444444,7.676111111111111
Borgata Marina,Porto di Borgata Marina,NAN,"Borgata Marina, ChietiItaly",NAN,NAN,NAN,NAN,NAN,"42° 14' 14"" N","14° 32' 19"" E",NAN,Harbor,Small,42.23722222222222,14.538611111111111
Bosa Marina,Bosa Marina,NAN,Bosa MarinaItaly,0785375550,NAN,NAN,NAN,NAN,"40° 17' 12"" N","8° 28' 30"" E",NAN,Harbor,Very Small,40.28666666666666,8.475
Brucoli,Brucoli Harbor,NAN,BrucoliItaly,NAN,NAN,NAN,NAN,NAN,"37° 17' 0"" N","15° 11' 10"" E",NAN,Harbor,Very Small,37.28333333333333,15.186111111111112
Buggerru,Buggerru Harbor,NAN,BuggerruItaly,078154428,NAN,NAN,NAN,NAN,"39° 24' 8"" N","8° 23' 54"" E",NAN,Harbor,Very Small,39.40222222222222,8.398333333333333
Cala Bitta,Cala Bitta Harbor,NAN,Cala BittaItaly,078999243,NAN,NAN,NAN,NAN,"41° 7' 36"" N","9° 28' 11"" E",NAN,Harbor,Very Small,41.126666666666665,9.469722222222222
Cala Gonone,Cala Gonone Harbor,NAN,Cala GononeItaly,078493261,NAN,NAN,NAN,NAN,"40° 16' 56"" N","9° 38' 19"" E",NAN,Harbor,Very Small,40.282222222222224,9.63861111111111
Calasetta,Calasetta Harbor,NAN,CalasettaItaly,07088930,NAN,NAN,NAN,NAN,"39° 6' 46"" N","8° 22' 17"" E",NAN,Harbor,Very Small,39.11277777777778,8.37138888888889
Camerota,Marina di Camerota,NAN,"Marina di Camerota, SalernoItaly",NAN,NAN,NAN,NAN,NAN,"39° 59' 57"" N","15° 22' 33"" E",NAN,Harbor,Small,39.99916666666667,15.375833333333334
Camogli,Porto di Camogli,NAN,"Camogli, GenoaItaly",NAN,NAN,NAN,NAN,www.comune.camogli.ge.it,"44° 21' 4"" N","9° 9' 2"" E",NAN,Marina,Very Small,44.35111111111111,9.150555555555556
Campomarino,Port of Campomarino,NAN,"Campomarino, TarantoItaly",NAN,NAN,NAN,NAN,NAN,"40° 17' 48"" N","17° 33' 48"" E",NAN,Harbor,Small,40.29666666666667,17.563333333333333
Campomarino,Port of Campomarino,NAN,"Campomarino, CampobassoItaly",NAN,NAN,NAN,NAN,www.comune.campomarino.cb.it,"41° 56' 49"" N","15° 4' 16"" E",NAN,Harbor,Small,41.94694444444444,15.071111111111112
Campora San Giovanni,Port of Campora San Giovanni,NAN,"Campora San Giovanni, CosenzaItaly",NAN,NAN,NAN,NAN,NAN,"39° 3' 18"" N","16° 5' 32"" E",NAN,Harbor,Small,39.055,16.092222222222222
Cannigione,Cannigione Harbor,NAN,CannigioneItaly,078988422,NAN,NAN,NAN,NAN,"41° 6' 25"" N","9° 26' 33"" E",NAN,Harbor,Small,41.106944444444444,9.4425
Caorle,Porto di Caorle,NAN,"Caorle, VeniceItaly",NAN,NAN,NAN,NAN,www.comune.caorle.ve.it,"45° 35' 35"" N","12° 52' 0"" E",NAN,Harbor,Small,45.59305555555556,12.866666666666667
Capitana,Marina Di Capitana,NAN,CapitanaItaly,070805460,NAN,NAN,NAN,NAN,"39° 12' 22"" N","9° 18' 10"" E",NAN,Marina,Very Small,39.20611111111111,9.302777777777779
Capoiale-isola Varano ,Porto di Capoiale-isola Varano ,NAN,"Capoiale-isola Varano , Foggia 71010 Italy",NAN,NAN,NAN,NAN,NAN,"41° 54' 44"" N","15° 40' 29"" E",NAN,Harbor,Very Small,41.91222222222222,15.674722222222222
Capraia Isola,Porto di Capraia Isola,NAN,"Capraia, LivornoItaly",NAN,NAN,NAN,NAN,NAN,"43° 3' 2"" N","9° 50' 11"" E",NAN,Harbor,Very Small,43.050555555555555,9.836388888888889
Capri,Marina Grande,NAN,CapriItaly,NAN,NAN,NAN,NAN,NAN,"40° 33' 25"" N","14° 14' 34"" E",NAN,Harbor,Small,40.55694444444444,14.242777777777777
Carbonifera,Circolo Nautico Carbonifera,NAN,"Localita 8Carbonifera, LivornoItaly",+39 0565 20238,NAN,NAN,portocarbonifera@gmail.com ,www.circolonauticocarbonifera.it,"42° 56' 59"" N","10° 40' 56"" E",NAN,Harbor,Small,42.94972222222222,10.682222222222222
Cariati,Port of Cariati,NAN,"Cariati, CosenzaItaly",NAN,NAN,NAN,NAN,www.comune.cariati.cs.it,"39° 30' 19"" N","16° 56' 31"" E",NAN,Harbor,Small,39.50527777777778,16.941944444444445
Casa Targia,Pier Isab,NAN,Casa TargiaItaly,NAN,NAN,NAN,NAN,NAN,"37° 6' 49"" N","15° 15' 56"" E",NAN,"Pier, Jetty or Wharf",Small,37.11361111111111,15.265555555555556
Casal Velino,Marina di Casal Velino,NAN,"Casal Velino, SalernoItaly",NAN,NAN,NAN,NAN,www.comune.casal-velino.sa.it,"40° 10' 31"" N","15° 7' 13"" E",NAN,Harbor,Small,40.17527777777777,15.120277777777778
Casalabate ,Porto di Casalabate,NAN,"Casalabate , LecceItaly",NAN,NAN,NAN,NAN,NAN,"40° 29' 53"" N","18° 7' 20"" E",NAN,Harbor,Very Small,40.49805555555556,18.122222222222224
Casalborsetti ,Casalborsetti Marina,NAN,"Casalborsetti , Ravenna 48123 Italy",NAN,NAN,NAN,NAN,NAN,"44° 33' 14"" N","12° 16' 38"" E",NAN,Harbor,Very Small,44.553888888888885,12.277222222222223
Casamicciola Terme,Casamicciola Terme Harbor,NAN,Casamicciola TermeItaly,NAN,NAN,NAN,NAN,NAN,"40° 45' 2"" N","13° 54' 31"" E",NAN,Harbor,Small,40.75055555555556,13.908611111111112
Castel Volturno,Porto di Castel Volturno,NAN,"Castel Volturno, CasertaItaly",NAN,NAN,NAN,NAN,www.comune.castelvolturno.ce.it/php/html,"41° 1' 43"" N","13° 55' 56"" E",NAN,River Port,Very Small,41.02861111111111,13.932222222222222
Castellabate ,Port of San Marco di Castellabate,NAN,"San Marco, SalernoItaly",NAN,NAN,NAN,NAN,www.comune.castellabate.sa.it,"40° 16' 7"" N","14° 56' 4"" E",NAN,Harbor,Small,40.26861111111111,14.934444444444445
Castellammare di Stabia,Marina di Stabia,Marina di Stabia,"Corso Alcide De Gasperi, 313Castellammare di Stabia, Naples 80053 Italy",+39 081 8716871,NAN,NAN,NAN,www.marinadistabia.it,"40° 43' 13"" N","14° 28' 22"" E",NAN,Harbor,Small,40.72027777777778,14.472777777777777
Castelsardo,Castelsardo Harbor,NAN,CastelsardoItaly,079470916,NAN,NAN,NAN,NAN,"40° 54' 48"" N","8° 42' 6"" E",NAN,Harbor,Small,40.913333333333334,8.701666666666666
Castiglioncello,Porto di Castiglioncello,NAN,"Castiglioncello, LivornoItaly",NAN,NAN,NAN,NAN,NAN,"43° 24' 7"" N","10° 24' 53"" E",NAN,Harbor,Small,43.401944444444446,10.414722222222222
Castiglione della Pescaia,Porto di Castiglione della Pescaia,NAN,"Castiglione della Pescaia, GrossetoItaly",NAN,NAN,NAN,NAN,www.col-castiglionegr.it,"42° 45' 44"" N","10° 52' 55"" E",NAN,Harbor,Small,42.76222222222222,10.881944444444445
Castro,Castro Porto,NAN,"Castro, LecceItaly",NAN,NAN,NAN,NAN,www.comune.castro.le.it,"40° 0' 3"" N","18° 25' 36"" E",NAN,Harbor,Very Small,40.00083333333333,18.42666666666667
Catanzaro,Port of Catanzaro,NAN,"Catanzaro, CatanzaroItaly",NAN,NAN,NAN,NAN,www.comune.catanzaro.it,"38° 49' 34"" N","16° 37' 57"" E",NAN,Harbor,Very Small,38.82611111111112,16.6325
Cattolica,Porto di Cattolica,NAN,"Cattolica, RiminiItaly",NAN,NAN,NAN,NAN,www.comune.cattolica.rn.it,"43° 58' 2"" N","12° 45' 3"" E",NAN,Harbor,Small,43.967222222222226,12.750833333333333
Cavallino-Treporti,Porto di Cavallino-Treporti,NAN,"Cavallino-Treporti, VeniceItaly",NAN,NAN,NAN,NAN,www.comune.cavallinotreporti.ve.it,"45° 29' 5"" N","12° 35' 2"" E",NAN,Harbor,Small,45.484722222222224,12.58388888888889
Cavo,Porto di Cavo,NAN,"Cavo, LivornoItaly",NAN,NAN,NAN,NAN,NAN,"42° 51' 35"" N","10° 25' 21"" E",NAN,Harbor,Very Small,42.859722222222224,10.4225
Cecina,Porto di Cecina,NAN,"Cecina, LivornoItaly",NAN,NAN,NAN,NAN,www.comune.cecina.li.it,"43° 18' 12"" N","10° 29' 22"" E",NAN,Harbor,Small,43.30333333333333,10.489444444444443
Centane,Porto di Centane,NAN,"Centane, Naples 80079 Italy",NAN,NAN,NAN,NAN,NAN,"40° 44' 52"" N","14° 0' 20"" E",NAN,Harbor,Very Small,40.74777777777778,14.005555555555556
